지역,지점,게임명,난이도,인원,게임시간,설명영상,키워드
서울,신촌,세븐원더스 : 듀얼,Extreme,2인,60분,아니오,셋컬렉션
서울,신촌,도블,Easy,2-5인,10분,예,순발력
서울,신촌,데어이쎄스,Easy,2인,5분,예,심리추리
서울,신촌,데드오브윈터,ProGamer,2-5인,100분,아니오,미션협력
서울,신촌,더게임,Normal,2-5인,20분,예,숫자협력
서울,신촌,달무티,Hard,5-8인,20분,예,선잡기
서울,신촌,닥터유레카,Easy,2-4인,15분,아니오,순발력
서울,신촌,다빈치코드,Easy,2-4인,20분,예,숫자추리
서울,신촌,노땡스,Normal,3-7인,20분,예,카드경매
서울,신촌,고스트,Easy,2인,10분,예,심리전략
서울,신촌,개조심,Very Easy,2-5인,5분,예,손기술
서울,신촌,딕싯 : 예지,Normal,4-6인,20분,예,그림연상
서울,신촌,딕싯 : 메모리즈,Normal,4-6인,20분,예,그림연상
서울,신촌,드렉사우,Easy,2-4인,10분,아니오,카드전략
서울,신촌,렉시오,Very Hard,3-5인,30분,예,조합전략
서울,신촌,레지스탕스:쿠,Hard,3-6인,15분,예,블러핑
서울,신촌,레지스탕스 아발론,Very Hard,6-10인,40분,예,마피아
서울,신촌,시퀀스,Easy,4-12인,10분,예,카드빙고
서울,신촌,러시아워쉬프트,Easy,2인,15분,아니오,퍼즐해독
서울,신촌,러시아워,Normal,1-2인,45분,아니오,퍼즐해독
서울,신촌,러브레터,Normal,3-4인,20분,예,카드추론
서울,신촌,라온,Easy,2-4인,10분,예,타일조합
서울,신촌,라스베가스,Normal,3-7인,35분,예,전략배팅
서울,신촌,라비린스,Normal,2-4인,20분,아니오,미로전략
서울,신촌,라보카,Normal,4인,40분,아니오,협동퍼즐
서울,신촌,딕싯 : 퀘스트,Normal,4-6인,20분,예,그림연상
서울,신촌,루핑루이,Very Easy,2-4인,10분,예,타이밍
서울,신촌,루미큐브,Normal,2-6인,30분,예,타일조합
서울,신촌,시타델,Very Hard,4-7인,60분,예,심리전략
서울,신촌,로보77,Easy,2-6인,30분,예,숫자연산
서울,신촌,모던아트,Hard,4-5인,45분,예,경매
서울,신촌,모노폴리,Normal,2-8인,180분,아니오,투자경영
서울,신촌,나방속이기 (장난꾸러기 나방),Normal,4-5인,20분,아니오,눈치전략
서울,신촌,맨해튼,Hard,4인,45분,아니오,영향력
서울,신촌,마헤,Normal,4-7인,30분,예,경주배팅
서울,신촌,서바이브,Hard,2-4인,60분,아니오,타일전략
서울,신촌,마법의미로,Easy,2-4인,20분,예,길기억
서울,신촌,마라케시,Normal,2-4인,30분,아니오,이동전략
서울,신촌,마닐라,Very Hard,3-5인,60분,아니오,전략배팅
서울,신촌,뤄양의사람들,ProGamer,2-4인,120분,아니오,전략
서울,신촌,미스터잭,Very Hard,2인,40분,예,범죄추리
서울,신촌,미니빌:항구,Hard,2-4인,30분,아니오,덱빌딩
서울,신촌,미니빌:그린밸리,Hard,2-4인,30분,아니오,덱빌딩
서울,신촌,미니빌,Hard,2-4인,30분,예,덱빌딩
서울,신촌,몰타의관문,Very Hard,2-5인,45분,아니오,셋컬렉션
서울,신촌,보난자,Very Hard,4-7인,50분,예,카드협상
서울,신촌,웰컴백 투더 던전,Normal,3-4인,20분,아니오,카드 심리
서울,신촌,뱅:닷지시티,Very Hard,3-8인,40분,아니오,마피아
서울,신촌,뱅:다이스,Hard,5-6인,15분,아니오,마피아
서울,신촌,텔레스트레이션,Easy,4-8인,30분,예,그림연상
서울,신촌,뱅,Hard,4-8인,35분,예,마피아
서울,신촌,배틀쉽,Normal,2-4인,15분,예,영역차지
서울,신촌,바퀴벌레포커,Normal,3-6인,15분,예,블러핑
서울,신촌,바퀴벌레 샐러드,Normal,3-6인,15분,예,순발력
서울,신촌,바운스오프,Very Easy,2-4인,10분,예,손기술
서울,신촌,미스터잭 포켓,Hard,2인,30분,예,추리전략
서울,신촌,블리츠,Very Easy,3-6인,20분,예,단어연상
서울,신촌,블로커스,Easy,2-4인,15분,예,도형전략
서울,신촌,블러프,Normal,3-6인,30분,아니오,심리예측
서울,신촌,부루마불,Normal,2-4인,60분,예,투자경영
서울,신촌,스택시스,Very Easy,2-7인,10분,예,손기술
서울,신촌,스머프 사다리게임,Very Easy,2-4인,20분,아니오,주사위
서울,신촌,슈퍼라이노,Very Easy,2-5인,10분,예,젠가류
서울,신촌,숲속의음악대,Very Easy,4-7인,15분,예,순발력
서울,신촌,쇼텐토텐,Normal,2인,20분,예,힘대결
서울,신촌,셜록13,Normal,2-4인,15분,예,카드추리
서울,신촌,세트,Normal,2-4인,30분,예,패턴지각
서울,신촌,핸즈업,Easy,3-8인,20분,아니오,순발력
서울,신촌,선물입니다,Easy,2-6인,15분,예,블러핑
서울,신촌,석기시대,Extreme,2-4인,60분,아니오,일꾼놓기
서울,신촌,사보타지,Hard,5-8인,30분,예,마피아
서울,신촌,사무라이,Hard,2-4인,40분,예,영향력
서울,신촌,스파이폴,Normal,4-8인,30분,예,마피아
서울,신촌,스티키스틱스,Very Easy,2-4인,10분,아니오,순발력
서울,신촌,스트림스,Easy,2-99인,10분,아니오,숫자나열
서울,신촌,스트라테고,Normal,2인,45분,아니오,추상전략
서울,신촌,스트라이크,Very Easy,2-5인,15분,예,주사위
서울,신촌,에니그마,Normal,2-4인,30분,아니오,테마퍼즐
서울,신촌,어콰이어,Extreme,3-6인,90분,아니오,주식투자
서울,신촌,아컴호러,ProGamer,3-8인,240분,아니오,협력
서울,신촌,아임더보스,Very Hard,3-6인,60분,예,거래협상
서울,신촌,아브라카왓,Hard,2-5인,30분,예,타일추리
서울,신촌,아발론,Easy,2인,20분,예,추상전략
서울,신촌,아그리콜라,ProGamer,2-5인,120분,예,농사전략
서울,신촌,신의한수,Normal,2인,30분,아니오,추상전략
서울,신촌,메트로,Normal,2-6인,45분,아니오,길전략
서울,신촌,스플렌더,Hard,2-4인,45분,예,카드전략
서울,신촌,원카드클래식,Easy,2-10인,10분,아니오,손털기
서울,신촌,우봉고,Easy,2-4인,25분,예,퍼즐조합
서울,신촌,우노,Easy,2-10인,20분,예,손털기
서울,신촌,와이어트어프,Hard,2-4인,60분,아니오,마피아
서울,신촌,줄로레또,Very Hard,2-5인,45분,아니오,눈치전략
서울,신촌,젬블로Q,Easy,2-4인,20분,예,도형전략
서울,신촌,젬블로,Easy,6인,15분,예,도형전략
서울,신촌,젠가,Very Easy,2-8인,20분,예,손기술
서울,신촌,젝스님트,Easy,4-10인,30분,예,심리
서울,신촌,댓츠라이프,Normal,3-5인,30분,아니오,타일전략
서울,신촌,장미전쟁,Normal,2인,25분,아니오,전략
서울,신촌,장기,Normal,2인,30분,아니오,추상전략
서울,신촌,인쉬,Normal,2인,20분,아니오,추상전략
서울,신촌,이웃집 몬스터,Normal,3-8인,30분,아니오,마피아
서울,신촌,이스탄불 : 모카 앤 박시시,ProGamer,2-5인,60분,아니오,전략
서울,신촌,이스탄불,ProGamer,2-5인,60분,아니오,전략
서울,신촌,이매진,Easy,3-8인,20분,예,그림연상
서울,신촌,위너스서클,Hard,3-6인,45분,예,경마배팅
서울,신촌,체스 앤 체커스,Normal,2인,30분,아니오,추상전략
서울,신촌,챠오챠오,Easy,3-5인,20분,예,블러핑
서울,신촌,차이나타운,Very Hard,3-5인,60분,예,협상거래
서울,신촌,컬러레또,Normal,3-5인,30분,아니오,심리전략
서울,신촌,콘셉트,Normal,4-12인,40분,아니오,단어연상
서울,신촌,카탄:5-6인확장,Extreme,5-6인,90분,예,협상전략
서울,신촌,카탄:항해사,Extreme,3-4인,90분,아니오,협상전략
서울,신촌,카탄:도시와기사,Extreme,3-4인,120분,아니오,협상전략
서울,신촌,카멜업,Very Hard,2-8인,50분,예,경마배팅
서울,신촌,카르카손,Hard,2-5인,30분,아니오,타일전략
서울,신촌,카루바,Hard,2-4인,40분,아니오,타일전략
서울,신촌,치킨차차,Easy,2-4인,20분,예,그림기억
서울,신촌,초콜릿픽스,Normal,1-2인,20분,아니오,논리퀴즈
서울,신촌,코드777,Hard,2-5인,30분,예,숫자추리
서울,신촌,켈티스,Hard,3-4인,30분,아니오,카드전략
서울,신촌,티켓투라이드 : 유럽,Hard,2-5인,60분,아니오,미션전략
서울,신촌,컴플레또,Easy,2-4인,30분,예,숫자배열
서울,신촌,컴팩트컬링,Easy,2-8인,30분,아니오,손기술
서울,신촌,타임라인:한국사,Easy,2-8인,15분,예,지식대결
서울,신촌,타뷸라의늑대,Normal,8-24인,30분,아니오,마피아
서울,신촌,타르기,Very Hard,2인,60분,예,전략
서울,신촌,클루,Hard,2-6인,35분,예,범죄추리
서울,신촌,클라스크,Very Easy,2인,10분,아니오,축구게임
서울,신촌,퀵소,Easy,2인,15분,아니오,추상전략
서울,신촌,쿼클,Normal,2-4인,30분,아니오,타일전략
서울,신촌,쿼리도,Easy,"2, 4인",20분,예,추상전략
서울,신촌,티켓투라이드 : 노르딕컨트리,Hard,2-3인,45분,아니오,미션전략
서울,신촌,콰르토,Easy,2인,20분,아니오,추상전략
서울,신촌,코코너츠,Very Easy,2-4인,30분,예,손기술
서울,신촌,테트리스링크,Easy,2-4인,15분,아니오,공간지각
서울,신촌,테라미스티카,ProGamer,2-5인,180분,아니오,전략
서울,신촌,텀블링몽키,Very Easy,2-4인,15분,예,손기술
서울,신촌,텀블링다이스,Very Easy,3-10인,30분,아니오,주사위
서울,신촌,터틀블럭,Very Easy,2-8인,15분,예,손기술
서울,신촌,피냐타,Hard,2인,30분,예,카드전략
서울,신촌,프로히스,Hard,3-6인,20분,예,심리전략
서울,신촌,푸에르토리코,ProGamer,2-5인,90분,아니오,전략
서울,신촌,포세일,Normal,3-6인,20분,예,투자경매
서울,신촌,펭귄팡팡 (펭귄트랩),Very Easy,2-4인,5분,예,손기술
서울,신촌,퍼레이드,Normal,3-6인,20분,예,카드전략
서울,신촌,팬데믹,Extreme,2-4인,45분,예,협력
서울,신촌,패치워크,Hard,2인,25분,예,전략퍼즐
서울,신촌,파라오코드,Easy,2-5인,20분,예,사칙연산
서울,신촌,티키토플,Normal,2-4인,20분,예,심리전략
서울,신촌,티켓투라이드,Hard,3-5인,40분,예,미션전략
서울,신촌,톡톡우드맨,Very Easy,2-7인,10분,예,손기술
서울,신촌,토레스,Hard,2-4인,60분,아니오,추상전략
서울,신촌,한밤의 늑대인간 : 기본캐릭터,Very Hard,5-10인,15분,예,마피아
서울,신촌,하나비,Hard,3-5인,25분,예,카드협력
서울,신촌,피트,Easy,4-8인,15분,예,카드거래
서울,신촌,폴드잇,Easy,2-5인,20분,아니오,그림인지
서울,신촌,코드네임 픽쳐스,Normal,4-8인,30분,예,협동추리
서울,신촌,이것좀봐,Very Easy,3-6인,20분,예,그림기억
서울,신촌,파리채,Easy,2-8인,10분,예,순발력
서울,신촌,흔들흔들해적선,Very Easy,2-4인,5분,예,손기술
서울,신촌,화이트채플에서 온 편지,Extreme,2-6인,90분,예,범죄추리
서울,신촌,행온하비 (꽉잡아하비),Very Easy,2인,10분,아니오,손기술
서울,신촌,해적룰렛,Very Easy,2-10인,5분,아니오,복불복
서울,신촌,할리갈리 컵스,Very Easy,2-4인,10분,예,순발력
서울,신촌,할리갈리 익스트림,Easy,2-6인,20분,예,순발력
서울,신촌,할리갈리,Very Easy,2-7인,10분,예,순발력
서울,신촌,코티지가든,Hard,2-4인,60분,아니오,퍼즐전략
서울,신촌,레지스탕스 쿠 : 리포메이션,Hard,6-10인,15분,아니오,블러핑
서울,신촌,피라미드포커,Normal,2인,20분,아니오,눈치
서울,신촌,마스크맨,Hard,2-6인,20분,아니오,트릭테이킹
서울,신촌,세븐원더스,Extreme,2-7인,60분,아니오,셋컬렉션
서울,신촌,우봉고3D,Normal,2-4인,30분,아니오,타일배치
서울,신촌,임호텝,Hard,2-4인,40분,예,전략
서울,신촌,테마틱,Very Easy,2-10인,15분,아니오,단어연상
서울,신촌,미스터잭 인 뉴욕,Very Hard,2인,40분,예,범죄추리
서울,신촌,스타트업스,Normal,3-7인,20분,아니오,주식투자
서울,신촌,애니멀옥션,Easy,3-6인,30분,예,경매
서울,신촌,드림홈,Normal,2-4인,30분,아니오,셋컬렉션
서울,신촌,벼룩서커스,Normal,3-5인,15분,예,눈치전략
서울,신촌,베니스커넥션,Easy,2인,10분,아니오,두뇌사고
서울,신촌,센추리 : 향신료의 길,Hard,2-5인,40분,예,카드전략
서울,신촌,황혼의투쟁,ProGamer,2인,180분,아니오,전략
서울,신촌,브레인스톰,Easy,2-10인,15분,아니오,창의력
서울,신촌,타란툴라탱고,Easy,2-5인,15분,예,동물흉내
서울,신촌,마피아 데 쿠바,Hard,6-12인,20분,아니오,마피아
서울,신촌,스탁파일,Hard,3-5인,45분,예,베팅경매
서울,신촌,마음의선물,Easy,3-6인,30분,아니오,카드협상
서울,신촌,위자드,Hard,3-6인,45분,아니오,트릭테이킹
서울,신촌,스플렌더 : 찬란한도시,Hard,2-4인,45분,예,카드전략
서울,신촌,엘드리치호러,ProGamer,2-8인,180분,아니오,협력
서울,신촌,다섯 부족,ProGamer,2-4인,60분,아니오,전략
서울,신촌,유령대소동,Easy,2-8인,20분,아니오,순발력
서울,신촌,인디언포커,Easy,2-6인,30분,예,카드배팅
서울,신촌,쿠한델 마스터,Hard,3-6인,60분,아니오,구라경매
서울,신촌,두더지 땅파기,Easy,2-4인,45분,아니오,이동전략
서울,신촌,도미니언 : 장막뒤의사람들,Extreme,2-4인,30분,아니오,덱빌딩
서울,신촌,셀레스티아,Normal,2-6인,30분,아니오,블러핑
서울,신촌,화이트채플 : 추가룰,Extreme,2-6인,90분,예,추리
서울,신촌,초밥왕,Easy,2-5인,20분,예,카드심리
서울,신촌,플라잉 팬케이크,Very Easy,2-4인,15분,아니오,기억력
서울,신촌,토끼와 거북이,Normal,2-5인,15분,아니오,핸드관리
서울,신촌,졸리앤로저,Hard,2인,20분,예,심리전략
서울,신촌,스파이폴2,Normal,5-12인,30분,예,마피아
서울,신촌,생쥐만세 (비바토포),Easy,2-4인,20분,아니오,주사위
서울,신촌,총알탄로봇(리코쉐로봇),Normal,1-10인,30분,아니오,추상전략
서울,신촌,랫 어 탯캣,Easy,2-6인,10분,아니오,숫자심리
서울,신촌,뒤죽박죽 서커스,Easy,2-4인,20분,아니오,손기술
서울,신촌,큐윅스,Easy,2-5인,15분,예,주사위
서울,신촌,마제스티 크라운 앤 킹덤,Hard,2-4인,40분,아니오,전략
서울,신촌,테이크 잇 이지,Normal,2-8인,20분,아니오,타일전략
서울,신촌,레지스탕스 아발론 : 호수의여인,Very Hard,6-10인,40분,예,마피아
서울,신촌,크라임호텔,Normal,3-4인,30분,예,트릭테이킹
서울,신촌,블루라군,Normal,2-4인,40분,아니오,영역차지
서울,신촌,사그라다,Normal,2-4인,40분,아니오,주사위배치
서울,신촌,윌유메리미 (데어이쎄스),Easy,2-4인,10분,예,심리추리
서울,신촌,5분던전,Easy,2-5인,5분,아니오,협력
서울,신촌,테라포밍마스,ProGamer,2-5인,120분,아니오,전략
서울,신촌,킹도미노,Easy,2-4인,20분,아니오,타일전략
서울,신촌,아키올로지,Normal,2-5인,20분,아니오,셋컬렉션
서울,신촌,탤리호 (할랄리),Easy,2인,20분,예,타일전략
서울,신촌,슬리핑 퀸즈,Normal,3-5인,15분,아니오,카드
서울,신촌,도망자,Normal,2인,20분,예,추리
서울,신촌,레이디 고디바,Normal,3-6인,15분,아니오,블러핑
서울,신촌,데드 맨스 드로우,Normal,2-4인,15분,아니오,카드
서울,신촌,가짜예술가 뉴욕에가다,Easy,5-10인,15분,예,그림마피아
서울,신촌,스컬킹,Hard,4-6인,30분,예,트릭테이킹
서울,신촌,쇼텐토텐 : 전략카드 영상,Normal,2인,20분,예,힘대결
서울,신촌,센추리 : 동방의 바다,Hard,2-4인,45분,아니오,추상전략
서울,신촌,아줄,Hard,2-4인,40분,예,추상전략
서울,신촌,아그리콜라 : 일반모드,ProGamer,2-5인,120분,예,농사전략
서울,신촌,더마인드,Normal,2-4인,20분,예,숫자협력
서울,신촌,헥스피드,Easy,2-4인,20분,아니오,카드내려놓기
서울,신촌,펭귄파티,Easy,3-5인,20분,아니오,카드내려놓기
서울,신촌,영리한 여우,Normal,2-4인,25분,아니오,주사위
서울,신촌,기즈모,Hard,2-4인,45분,아니오,전략
서울,신촌,꿈의 대화,Normal,4-10인,30분,예,단어/마피아
서울,신촌,산토리니,Normal,2인,20분,아니오,추상전략
서울,신촌,칼라리아,Very Easy,3-5인,10분,아니오,순발력
서울,신촌,코드네임,Normal,4-8인,30분,예,협동추리
서울,신촌,고읭고읭,Very Easy,4인,10분,예,순발력팀전
서울,신촌,OX퀴즈왕,Very Easy,2-3인,15분,아니오,상식퀴즈
서울,신촌,데칼코,Easy,3-6인,30분,아니오,그림연상
서울,신촌,라티스하와이,Normal,2-4인,30분,아니오,타일전략
서울,신촌,모아보새,Normal,2-5인,20분,아니오,카드전략
서울,신촌,상어를 조심해,Very Easy,2-4인,5분,예,복불복
서울,신촌,상어 아일랜드,Easy,2-4인,10분,아니오,순발력
서울,신촌,센추리 : 신대륙의 개척자,Very Hard,2-4인,30분,아니오,전략
서울,신촌,셋셋셋,Easy,2-4인,10분,아니오,순발력
서울,신촌,솔레니아,Hard,2-4인,40분,아니오,카드전략
서울,신촌,에코링크,Easy,2-4인,20분,아니오,퍼즐조합
서울,신촌,와글와글사파리,Very Easy,3-5인,10분,아니오,순발력
서울,신촌,윙스팬,Extreme,2-4인,50분,예,전략
서울,신촌,자이푸르,Normal,2인,30분,예,세트모으기
서울,신촌,저스트원,Very Easy,4-7인,20분,예,협력단어퀴즈
서울,신촌,캐쉬,Normal,4-6인,20분,아니오,카드전략
서울,신촌,타코 캣 고트 치즈 피자,Very Easy,4-7인,10분,예,순발력
서울,신촌,테이블톡 패밀리,Very Easy,2-6인,20분,예,대화
서울,신촌,테이블톡 커플,Very Easy,2인,20분,예,대화
서울,신촌,테이블톡 베이직,Very Easy,2-6인,20분,예,대화
서울,신촌,파워그리드,Extreme,4-6인,120분,예,전략
서울,신촌,니다벨리르,Hard,3-5인,45분,아니오,코인빌딩
서울,신촌,제왕의 깃발,Normal,3-4인,20분,아니오,카드전략
서울,신촌,빛의 도시 파리,Normal,2인,30분,예,타일놓기
서울,신촌,5초준다,Very Easy,3-6인,20분,예,리얼타임순발력
서울,신촌,화이트홀,Very Hard,2인,45분,예,범죄추리
서울,신촌,지도제작자들,Normal,2-12인,30분,예,눈치전략
서울,신촌,꼬치의 달인,Very Easy,2-4인,15분,아니오,순발력
서울,신촌,카탄,Extreme,3-4인,60분,예,협상전략
서울,신촌,뱀파이어퀸,Normal,4-8인,30분,아니오,카드전략
서울,신촌,부두프린스,Normal,4-5인,30분,아니오,트릭테이킹
서울,신촌,노터치 크라켄 디럭스 (크툴루를 건드리지마),Normal,3-8인,30분,예,마피아
서울,신촌,의자쌓기,Very Easy,2-6인,10분,예,손기술
서울,신촌,일루전,Easy,2-5인,15분,아니오,패턴인식
서울,신촌,잉카의 황금,Normal,3-8인,25분,예,심리
서울,신촌,너도나도파티,Easy,3-12인,20분,예,공감파티
서울,신촌,공기놀이,Very Easy,2-4인,15분,아니오,손기술
서울,신촌,티츄 딜럭스,Extreme,4인,60분,예,조합협력
서울,신촌,코린트,Hard,2-4인,25분,아니오,주사위
서울,신촌,랩터,Hard,2인,30분,아니오,카드전략
서울,신촌,도미니언,Extreme,2-4인,40분,예,덱빌딩
서울,신촌,한밤의늑대인간 : 진행영상-모든캐릭터,Very Hard,5-10인,15분,예,마피아
서울,신촌,한밤의늑대인간 : 진행영상-추가캐릭터,Very Hard,5-10인,15분,예,마피아
서울,신촌,한밤의늑대인간 : 진행영상-기본캐릭터,Very Hard,5-10인,15분,예,마피아
서울,신촌,한밤의 늑대인간 : 모든캐릭터,Very Hard,5-10인,15분,예,마피아
서울,신촌,테라포밍마스: 개척기지,ProGamer,3인,120분,아니오,전략
서울,신촌,테라포밍마스: 비너스 넥스트,ProGamer,3-4인,120분,아니오,전략
서울,신촌,테라포밍마스: 서곡,ProGamer,2-4인,120분,아니오,전략
서울,신촌,스탁파일: 불법 투자,Hard,3-5인,60분,아니오,배팅경매
서울,신촌,스탁파일: 계속되는 부패,Hard,3-5인,60분,아니오,배팅경매
서울,신촌,블랙햇츠,Hard,2-5인,40분,예,"추리, 수사"
서울,신촌,5분마블,Easy,3-5인,10분,예,협력
서울,신촌,13클루,Normal,3-6인,30분,예,카드추리
서울,신촌,하이소사이어티,Normal,4-5인,15분,아니오,카드경매
서울,신촌,밸런스게임,Very Easy,2-5인,15분,아니오,대화
서울,신촌,캔트스탑,Normal,2-4인,30분,예,주사위
서울,신촌,내 마음의 주파수,Easy,2-8인,30분,아니오,공감파티
서울,신촌,다이아몬드 게임,Very Easy,2-3인,20분,아니오,추상전략
서울,신촌,사이먼에어,Very Easy,1-4인,15분,아니오,기억력액션
서울,신촌,요트다이스,Normal,3-5인,30분,예,주사위전략
서울,신촌,구룡투,Easy,2인,15분,아니오,심리전략
서울,신촌,키포지 : 어둠의 물결,Very Hard,2인,30분,예,카드대전
서울,신촌,다잉메시지 : 소설가의 마지막 문장,Normal,3-6인,25분,예,협력추리
서울,신촌,언매치드,Normal,"2, 4인",20분,아니오,격투대전
서울,신촌,보내줘 여행,Normal,2-6인,60분,아니오,투자경영
서울,신촌,언락3,Normal,2-6인,60분,예,방탈출
서울,신촌,언락2,Normal,2-6인,60분,예,방탈출
서울,신촌,루빅스레이스,Very Easy,2인,5분,아니오,퍼즐
서울,신촌,바퀴벌레포커 로얄,Normal,2-6인,15분,아니오,블러핑
서울,신촌,스페이스크루,Hard,3-5인,25분,아니오,트릭테이킹
서울,신촌,돌팔이 약장수,Hard,3-4인,45분,아니오,운빨덱빌딩
서울,신촌,만약카드 이심전심,Very Easy,2-4인,30분,아니오,대화
서울,신촌,인더스트리아,Hard,3-4인,40분,아니오,경매엔진
서울,신촌,더치블리츠,Easy,3-4인,10분,예,순발력운빨
서울,신촌,포션폭발,Normal,2-4인,45분,아니오,콤보전략
서울,신촌,도둑잡기,Easy,2-6인,45분,아니오,팀전주사위
서울,신촌,윷놀이,Very Easy,4-8인,30분,아니오,운빨레이싱
서울,신촌,디크립토,Normal,4-8인,30분,아니오,협동추리
서울,신촌,퍼스트콘택트,Normal,4-7인,40분,아니오,문자추리
서울,신촌,스크리블 타임,Easy,3-6인,20분,예,그림기억
서울,신촌,로꼬라마,Easy,3-4인,20분,아니오,숫자연산
서울,신촌,듄 : 임페리움,Extreme,3-4인,90분,아니오,덱빌딩전략
서울,신촌,로스트시티,Normal,2인,20분,예,카드전략
서울,신촌,딕싯,Normal,4-6인,20분,예,그림연상
서울,신촌,파라노말 디텍티브,Normal,4-6인,30분,예,소통추리
서울,신촌,블리츠 한글자,Very Easy,3-6인,20분,아니오,단어연상
서울,신촌,지킬대하이드,Normal,2인,20분,예,트릭테이킹
서울,신촌,언락4,Normal,2-6인,60분,예,방탈출
서울,신촌,고스톱,Normal,3인,60분,아니오,전통놀이
서울,신촌,포커,Normal,3-9인,60분,아니오,베팅
서울,신촌,캐스캐디아,Normal,2-4인,30분,예,타일놓기
서울,신촌,서스펙트게임,Hard,4인,90분,예,추리/역할극
서울,신촌,블랙햇츠2,Hard,2-5인,40분,예,"추리, 수사"
서울,신촌,시크릿 히틀러,Very Hard,6-10인,45분,예,마피아
서울,신촌,쇼텐토텐2,Normal,2인,20분,아니오,힘대결
서울,신촌,독수리 눈치싸움,Easy,3-5인,20분,예,심리
서울,신촌,언락1,Normal,2-6인,60분,예,방탈출
서울,신촌,시크릿 히틀러 : 진행영상,Very Hard,6-10인,45분,예,마피아
서울,신촌,다잉메시지 확장판 : 공범의 그림자,Normal,6-8인,25분,예,마피아추리
서울,신촌,진라면,Normal,3-4인,30분,예,셋컬렉션
서울,신촌,바방크,Normal,4-6인,35분,아니오,베팅심리
서울,신촌,부루마불 대한독립,Normal,2-4인,30분,예,협력
서울,신촌,마음보듬 대화카드,Very Easy,2-5인,20분,예,대화
서울,신촌,포인트샐러드 : 이브이에디션,Normal,2-5인,30분,예,셋컬렉션
서울,신촌,페이퍼사파리 : 피카츄와 친구들,Normal,3-5인,20분,예,셋컬렉션
서울,신촌,코드네임 듀엣,Normal,2인,20분,아니오,협력추리
서울,신촌,머핀타임,Easy,3-6인,30분,아니오,카드
서울,신촌,스파이시,Normal,4-5인,20분,아니오,블러핑
서울,신촌,노팅엄의 지방관,Normal,4-6인,50분,아니오,협상
서울,신촌,새벽의 뱀파이어,Easy,3-6 인,30분,아니오,기억력
서울,신촌,인생게임,Normal,2-6인,60분,아니오,인생경영
서울,신촌,워드캡처 티키타카,Very Easy,4-6인,10분,아니오,단어연상
서울,신촌,스플렌더 대결,Hard,2,30분,아니오,전략
서울,신촌,재치와 눈치,Easy,4-5인,10분,아니오,퀴즈/눈치
서울,신촌,익스플로딩 키튼,Easy,4-5인,15분,아니오,카드운빨
서울,신촌,디스크커버,Easy,3-6인,20분,아니오,음악공감
서울,신촌,튜링머신,Very Hard,1-3 인,20분,아니오,퍼즐조합
서울,신촌,러브레터,Normal,4~5명,20분,예,카드추론
서울,신촌,언락6,Normal,2-6인,60분,예,방탈출
서울,신촌,언락5,Normal,2-6인,60분,예,방탈출
서울,신촌,마법사와 움직이는 탑,Easy,2~6인,30분,아니오,기억력
서울,신촌,스타워즈 : 덱빌딩 게임,Hard,2,30분,아니오,덱빌딩
서울,신촌,달러투도넛,Normal,3-4인,30분,아니오,운영
서울,신촌,디셉션 : 홍콩 살인 사건,Very Hard,6-12인,20분,예,마피아
서울,신촌,카후나,Hard,2인,30분,아니오,영향력
서울,신촌,쿼리도,Easy,"2, 4인",20분,예,추상전략
서울,신촌,꼬꼬미노,Easy,3-4인,20분,아니오,주사위
서울,신촌,루미큐브 한글,Easy,2-4인,20분,아니오,단어조합
서울,신촌,라온 조각,Easy,2-4인,10분,아니오,단어조합
서울,신촌,쿠키런 러브레터,Normal,3-6인,20분,아니오,카드
서울,신촌,인코그니토,Very Hard,4인,60분,아니오,역할추리
서울,신촌,세트업,Normal,2~4인,20분,아니오,추상전략
서울,신촌,워터게이트,Extreme,2,45분,아니오,전략
서울,신촌,라쿠카라차,Very Easy,2~4인,5분,예,순발력
서울,신촌,슬루스,Normal,3-7인,30분,아니오,추리
서울,신촌,오트리오,Easy,2-4인,20분,아니오,추상전략
서울,신촌,프로젝트L,Normal,2-4인,30분,아니오,퍼즐/전략
서울,신촌,샤크,Hard,3-5인,60분,아니오,전략
서울,신촌,방방 날아라 돼지,Very Easy,3인,10분,아니오,손기술
서울,신촌,커피러시,Normal,3인,30분,아니오,운영
서울,신촌,오뚜기 윷놀이,Very Easy,4인,30분,예,레이싱
서울,신촌,도블 포켓몬스터,Easy,2-5인,10분,예,순발력
서울,신촌,스컬,Easy,03-06,20분,아니오,블러핑
서울,신촌,포실리스,Hard,2-5인,45분,아니오,화석탐험
서울,신촌,폴짝폴짝 개구리 사탕먹기,Very Easy,2-4인,10분,아니오,순발력
서울,신촌,탑텐TV,Easy,4-7인,30분,아니오,파티
서울,신촌,용의자들,Normal,2-6인,60분,아니오,추리
서울,신촌,캐치스케치,Easy,4-6인,20분,아니오,"그리기, 스피드"
서울,신촌,폭탄돌리기,Easy,2-8인,15분,아니오,퀴즈
서울,신촌,퍼니버니,Easy,2-4인,30분,아니오,복불복
서울,신촌,바보타임,Easy,3-8인,15분,아니오,액션
서울,신촌,버건디의 성,ProGamer,2-4인,90분,아니오,주사위 전략
서울,신촌,후엠아이,Easy,2-4인,10분,아니오,단어파티
서울,신촌,햄버거타이쿤,Very Easy,2인,10분,아니오,손기술
서울,신촌,스플렌더 : 포켓몬,Hard,2-4인,30분,아니오,카드전략
